"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: count"
"org.example.BranchBenchmark.run","avgt",1,5,426.733849,12.292694,"ms/op",1000
"org.example.BranchBenchmark.run","avgt",1,5,1128.641307,41.287813,"ms/op",2000
"org.example.BranchBenchmark.run","avgt",1,5,2131.850680,9.947706,"ms/op",3000
"org.example.BranchBenchmark.run","avgt",1,5,3641.953740,280.650292,"ms/op",4000
"org.example.BranchBenchmark.run","avgt",1,5,8917.083320,235.242957,"ms/op",7000
